""	"Component"	"Collection"	"pathway"	"BG_genes"	"genes_in_pathway"	"genes_in_path_and_BG"	"genes_of_interest"	"genes_of_interest_in_pathway"	"gene_names_in_pathway"	"cont_n1"	"cont_n2"	"cont_n3"	"cont_n4"	"CI_95"	"odds_ratio"	"p_val"	"p_adj"
"228"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_IL2_STAT5_PATHWAY"	14267	37	26	10578	22	"BCL2,BCL2L1,CCNA2,CCND3,CDK6,ELF1,GAB2,GRB2,IL2RA,IL2RB,IL2RG,JAK1,JAK3,LCK,MYC,PIK3CA,PIK3R1,PRF1,SHC1,SOS1,SP1,STAT5B"	22	10556	4	3685	"0.74722-Inf"	1.9200178802611	0.159269325954727	0.262066940912268
"165"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_ATR_PATHWAY"	14267	40	35	10578	29	"ATR,CCNA2,CDC25A,CDC25C,CDC6,CDK2,CEP164,CHEK1,FANCD2,MCM2,MCM7,MDM2,PLK1,PPP2R2B,RAD1,RAD51,RAD9A,RFC2,RFC3,RFC4,RFC5,RPA1,RPA2,SMARCAL1,TIMELESS,TIPIN,TOPBP1,YWHAB,YWHAZ"	29	10549	6	3683	"0.77434-Inf"	1.68733701294706	0.162168468385143	0.262066940912268
"200"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_ERBB4_PATHWAY"	14267	38	35	10578	29	"ADAM17,BTC,CBFA2T3,DLG4,ERBB2,EREG,FYN,GRB2,HBEGF,ITCH,JAK2,MAPK1,MAPK3,MDM2,NCOR1,NEDD4,NRG1,NRG2,NRG4,PIK3CA,PIK3CD,PIK3R1,PIK3R2,PIK3R3,PRLR,SHC1,STAT5B,WWP1,YAP1"	29	10549	6	3683	"0.77434-Inf"	1.68733701294706	0.162168468385143	0.262066940912268
"264"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY"	14267	46	35	10578	29	"ATF1,ATF2,ATF6,CEBPB,CREB1,CSNK2A1,CSNK2A2,CSNK2B,DDIT3,EIF4EBP1,ELK4,GDI1,HBP1,HSPB1,JUN,MAPK11,MAPK14,MAPKAPK2,MAPKAPK3,MEF2A,MEF2C,MKNK1,PLA2G4A,PPARGC1A,PTGS2,RAB5A,RPS6KA4,TP53,USF1"	29	10549	6	3683	"0.77434-Inf"	1.68733701294706	0.162168468385143	0.262066940912268
"2091"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_FRA_PATHWAY"	14267	38	35	11032	30	"CCL2,CCNA2,CCND1,CDKN2A,COL1A2,CXCL8,DCN,DMTF1,EP300,FOSL1,FOSL2,GJA1,HMOX1,IL6,ITGB4,JUN,JUNB,LAMA3,LIF,MGP,MMP1,MMP2,NFATC1,NFATC2,NOS3,PLAU,SP1,THBD,TXLNG,USF2"	30	11002	5	3230	"0.76484-Inf"	1.7613908516709	0.162357663254974	0.262066940912268
"462"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_ERBB_SIGNALING_PATHWAY"	14267	89	80	10646	64	"ABL1,ABL2,AKT1,AKT2,ARAF,AREG,BAD,BRAF,BTC,CAMK2B,CAMK2D,CAMK2G,CDKN1B,CRK,CRKL,EGF,EGFR,EIF4EBP1,ELK1,ERBB2,ERBB3,EREG,GAB1,GSK3B,HBEGF,HRAS,KRAS,MAP2K1,MAP2K4,MAP2K7,MAPK1,MAPK3,MAPK8,MAPK9,MTOR,MYC,NCK1,NCK2,NRAS,NRG1,NRG2,NRG3,NRG4,PAK1,PAK2,PAK4,PAK5,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R5,PLCG1,PLCG2,PRKCA,PTK2,RAF1,RPS6KB1,SHC2,SOS1,SOS2,STAT5A,STAT5B"	64	10582	16	3605	"0.84197-Inf"	1.36264196614233	0.163610858786767	0.262066940912268
"822"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_MELANOGENESIS"	14267	107	80	10646	64	"ADCY1,ADCY3,ADCY4,ADCY5,ADCY6,ADCY8,ADCY9,CALM1,CALM2,CALM3,CAMK2B,CAMK2D,CAMK2G,CREB1,CREB3L1,CREB3L2,CREB3L4,CREBBP,CTNNB1,DVL1,DVL2,DVL3,EDN1,EDNRB,EP300,FZD2,FZD3,FZD4,FZD5,FZD6,FZD7,FZD9,GNAI1,GNAI2,GNAI3,GNAQ,GSK3B,HRAS,KIT,KRAS,LEF1,MAP2K1,MAPK1,MAPK3,NRAS,PLCB1,PLCB2,PLCB3,PRKACA,PRKACB,PRKCA,PRKX,RAF1,TCF7,TCF7L1,TCF7L2,TYRP1,WNT10B,WNT11,WNT16,WNT3,WNT5A,WNT5B,WNT9A"	64	10582	16	3605	"0.84197-Inf"	1.36264196614233	0.163610858786767	0.262066940912268
"522"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM"	14267	35	31	10646	26	"AKR1B1,AKR1B10,ALDOA,ALDOB,ALDOC,FBP1,FCSK,FPGT,GMDS,GMPPA,GMPPB,HK2,HK3,KHK,MPI,MTMR1,MTMR6,PFKFB2,PFKFB3,PFKL,PFKM,PFKP,PMM1,PMM2,SORD,TPI1"	26	10620	5	3616	"0.75847-Inf"	1.77039472557951	0.164099435698179	0.262066940912268
"811"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_LYSOSOME"	14267	139	114	11032	93	"ABCA2,ABCB9,AGA,AP1B1,AP1G1,AP1M1,AP1S1,AP1S2,AP3B1,AP3B2,AP3D1,AP3M1,AP3M2,AP3S2,AP4B1,AP4E1,AP4M1,AP4S1,ARSA,ARSG,ASAH1,ATP6V0C,ATP6V0D1,ATP6V1H,CD63,CD68,CLN3,CLTA,CLTB,CLTC,CLTCL1,CTNS,CTSA,CTSD,CTSF,CTSG,CTSK,CTSL,CTSO,CTSS,CTSV,CTSW,CTSZ,DNASE2,ENTPD4,FUCA1,GAA,GALC,GALNS,GBA,GGA1,GGA2,GGA3,GLB1,GM2A,GNPTAB,GNPTG,GNS,GUSB,HEXA,HEXB,HGSNAT,HYAL1,IDS,IDUA,IGF2R,LAMP1,LAMP2,LAMP3,LAPTM4A,LAPTM4B,LGMN,M6PR,MAN2B1,MANBA,MFSD8,NAGA,NAGLU,NAGPA,NEU1,NPC1,NPC2,PLA2G15,PPT2,SCARB2,SLC11A1,SLC11A2,SLC17A5,SMPD1,SORT1,SUMF1,TCIRG1,TPP1"	93	10939	21	3214	"0.86005-Inf"	1.30113295309939	0.164474824096704	0.262066940912268
"2593"	"gene_taxa_component_4.txt"	"C2_CP"	"PID_NEPHRIN_NEPH1_PATHWAY"	14267	32	29	10970	25	"AKT1,ARRB2,BAD,CD2AP,F2RL2,FYN,GRB2,JUN,KIRREL1,MAP2K4,MAPK10,MAPK9,NCK2,PARD6A,PIK3CA,PIK3CB,PIK3CD,PIK3R2,PIK3R3,PLCG1,PRKCI,PRKCZ,RAC1,TJP1,WASL"	25	10945	4	3293	"0.74178-Inf"	1.88028978557506	0.166084498975395	0.262066940912268
"442"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_ENDOMETRIAL_CANCER"	14267	55	49	10646	40	"AKT1,AKT2,APC,ARAF,AXIN1,AXIN2,BAD,BRAF,CCND1,CTNNA1,CTNNB1,EGF,EGFR,ELK1,ERBB2,GSK3B,HRAS,ILK,KRAS,LEF1,MAP2K1,MAPK1,MAPK3,MLH1,MYC,NRAS,PDPK1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R5,PTEN,RAF1,SOS1,SOS2,TCF7,TCF7L1,TCF7L2"	40	10606	9	3612	"0.79897-Inf"	1.51352468712854	0.167447211067184	0.262066940912268
"541"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_GAP_JUNCTION"	14267	105	70	11032	58	"ADCY3,ADCY4,ADCY5,ADCY6,ADCY8,ADCY9,CDK1,CSNK1D,DRD2,EGF,EGFR,GJA1,GNA11,GNAI1,GNAI2,GNAQ,GNAS,GRB2,GUCY1A1,GUCY1A2,GUCY1B1,HRAS,HTR2B,ITPR1,ITPR2,ITPR3,LPAR1,MAP2K1,MAP2K2,MAP2K5,MAPK3,NRAS,PDGFA,PDGFB,PDGFC,PDGFD,PDGFRA,PDGFRB,PLCB1,PLCB2,PRKACB,PRKCA,PRKCB,PRKG1,PRKX,RAF1,SOS1,SOS2,SRC,TJP1,TUBA1A,TUBA1B,TUBA4A,TUBB2A,TUBB2B,TUBB3,TUBB4B,TUBB6"	58	10974	12	3223	"0.82232-Inf"	1.41947382178379	0.167571295876504	0.262066940912268
"1882"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_ECADHERIN_STABILIZATION_PATHWAY"	14267	42	40	10646	33	"ABI1,AFDN,AQP3,AQP5,ARF6,CAMSAP3,CTNNA1,CTNNB1,CTNND1,CYFIP2,DIAPH1,EGF,EGFR,ENAH,EPHA2,EXOC3,EXOC4,HGF,IGF1R,LIMA1,LPP,MET,MGAT3,MYO6,NCK1,NCKAP1,PIP5K1C,PLEKHA7,RHOA,ROCK1,VASP,VCL,ZYX"	33	10613	7	3614	"0.77994-Inf"	1.60522849879696	0.167646657019511	0.262066940912268
"1621"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_AR_TF_PATHWAY"	14267	64	45	11032	38	"APPBP2,AR,CARM1,CEBPA,CREBBP,DNAJA1,EGR1,EP300,FOXO1,GATA2,GSK3B,HDAC1,HOXB13,HSP90AA1,JUN,KAT2B,KLK3,MAP2K4,MAPK14,MAPK8,MDM2,NCOA1,NCOA2,NR0B1,NR2C1,NR3C1,PDE9A,PKN1,RCHY1,RXRA,RXRB,SENP1,SIRT1,SMARCC1,SMARCE1,SRC,TRIM24,ZMIZ2"	38	10994	7	3228	"0.78338-Inf"	1.59383115083562	0.167872540952672	0.262066940912268
"67"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_HOMOLOGOUS_RECOMBINATION"	14267	30	21	10578	18	"EME1,MRE11,MUS81,POLD1,POLD2,POLD3,POLD4,RAD51,RAD51C,RAD52,RAD54L,RPA1,RPA2,RPA3,SSBP1,TOP3A,XRCC2,XRCC3"	18	10560	3	3686	"0.71068-Inf"	2.09433103991858	0.168483320686066	0.262066940912268
"243"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_INTEGRIN2_PATHWAY"	14267	29	21	10578	18	"C3,CCN1,F11R,FCGR2A,ICAM1,ICAM2,ITGAL,ITGAM,ITGAX,ITGB2,JAM3,PLAT,PLAU,PLAUR,SPON2,TGFBI,THY1,VCAM1"	18	10560	3	3686	"0.71068-Inf"	2.09433103991858	0.168483320686066	0.262066940912268
"1591"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_AP1_PATHWAY"	14267	79	60	11032	50	"AGT,ATF2,ATF3,BAG1,BCL2L11,CBFB,CCL2,CCN1,CCND1,CDK1,CDKN1B,CDKN2A,COL1A2,COPS5,CRTC1,CTNNB1,CXCL8,DMTF1,DUSP1,EDN1,EGR1,EP300,ETS1,FABP4,FOSB,FOSL1,FOSL2,GATA2,GJA1,HLA-A,IL10,IL6,JUN,JUNB,MAFG,MMP1,MYB,NFATC1,NFATC2,NR3C1,NTS,PLAU,PTEN,SP1,TCF7L2,TGFB1,TH,TIMP1,TP53,TRIP6"	50	10982	10	3225	"0.80813-Inf"	1.46825588373037	0.169106483955679	0.262066940912268
"853"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450"	14267	75	39	10970	33	"ADH1B,ADH1C,ADH4,ADH5,ADH6,AKR1C3,ALDH3B1,ALDH3B2,CYP1B1,CYP2C8,CYP2S1,CYP3A4,CYP3A5,CYP3A7,DHDH,EPHX1,GSTA1,GSTA2,GSTA3,GSTA4,GSTK1,GSTM1,GSTM2,GSTM3,GSTM4,GSTO1,GSTP1,GSTT2,GSTZ1,MGST1,MGST2,UGT1A7,UGT2A3"	33	10937	6	3291	"0.76826-Inf"	1.65488642042228	0.170138514719343	0.262066940912268
"2141"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_HDAC_CLASSIII_PATHWAY"	14267	27	24	11032	21	"ACSS2,BAX,CDKN1A,CREBBP,EP300,FHL2,FOXO1,FOXO3,FOXO4,H4C9,KAT2B,MEF2D,PPARGC1A,SIRT1,SIRT2,SIRT3,SIRT7,TP53,TUBA1B,TUBB2A,XRCC6"	21	11011	3	3232	"0.71016-Inf"	2.05451359933134	0.172668824496844	0.262066940912268
"2321"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_IL3_PATHWAY"	14267	27	24	11032	21	"BCL2L1,CEBPB,CISH,CNKSR1,CSF2RB,GAB2,GRB2,HDAC1,ID1,IL3RA,OSM,PIK3CA,PIK3R1,PIM1,PRKACB,PTPN11,SHC1,STAT5A,STAT5B,YWHAG,YWHAZ"	21	11011	3	3232	"0.71016-Inf"	2.05451359933134	0.172668824496844	0.262066940912268
"2351"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_IL8_CXCR1_PATHWAY"	14267	28	24	11032	21	"AKT1,ARRB1,ARRB2,CBL,CXCL8,CXCR1,DNM1,FGR,GNA14,GNA15,GNAI2,GNB1,GNG2,HCK,LYN,PLCB1,PLCB2,PLD1,PRKCA,PRKCB,RAB5A"	21	11011	3	3232	"0.71016-Inf"	2.05451359933134	0.172668824496844	0.262066940912268
"2462"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_LIS1_PATHWAY"	14267	29	26	10646	22	"ABL1,CDK5,CDK5R1,CLIP1,CSNK2A1,DYNC1H1,IQGAP1,KATNA1,LRP8,LRPAP1,MAP1B,NDEL1,NUDC,PAFAH1B1,PAFAH1B2,PAFAH1B3,PLA2G7,PPP2R5D,RAC1,RELN,RHOA,VLDLR"	22	10624	4	3617	"0.72872-Inf"	1.87254075605913	0.172763875059998	0.262066940912268
"3092"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_VEGFR1_PATHWAY"	14267	27	26	10646	22	"AKT1,CAV1,CD2AP,FLT1,HIF1A,HSP90AA1,MAPK1,MAPK3,NCK1,NOS3,NRP2,PDPK1,PGF,PIK3CA,PIK3R1,PLCG1,PRKACA,PRKCA,PTPN11,RASA1,SHC2,VEGFA"	22	10624	4	3617	"0.72872-Inf"	1.87254075605913	0.172763875059998	0.262066940912268
"178"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_CDC42_PATHWAY"	14267	73	65	10578	52	"ACTR2,ACTR3,ARHGDIA,ARHGEF6,ARHGEF7,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ATF2,BCAR1,BRAF,CBL,CDC42,CDC42BPA,CFL1,CTNNA1,CTNNB1,DIAPH3,ENAH,EPS8,EXOC7,GSK3B,HRAS,IQGAP1,IQGAP3,JUN,LIMK2,MAP2K3,MAP2K7,MAP3K11,MAPK1,MAPK14,MAPK3,MAPK8,MTOR,PAK1,PAK2,PAK4,PARD6A,PIK3CA,PIK3R1,RAC1,RAF1,RPS6KB1,SEPTIN2,SRC,TIAM1,TNK2,VAV2,YES1"	52	10526	13	3676	"0.81758-Inf"	1.39686251982925	0.17449839544392	0.263425462352841
"300"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_TCR_PATHWAY"	14267	77	52	10578	42	"BCL10,CBL,CD3D,CD3E,CD86,CDC42,CHUK,CSK,DBNL,FLNA,FYB1,FYN,GAB2,GRB2,HRAS,IKBKB,KRAS,LCK,LCP2,MAP3K14,MAP3K8,MAP4K1,NCK1,NRAS,ORAI1,PAG1,PLCG1,PRKCA,PRKCQ,PTEN,PTPN6,PTPRC,RASGRP2,SH3BP2,SHC1,SOS1,STIM1,STK39,TRAF6,VAV1,WAS,ZAP70"	42	10536	10	3679	"0.7973-Inf"	1.46649535258811	0.175748435935817	0.264043104707399
"1121"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_PROSTATE_CANCER"	14267	93	84	11032	69	"AKT1,AKT3,AR,ARAF,BAD,BCL2,BRAF,CASP9,CCND1,CCNE1,CDKN1A,CDKN1B,CHUK,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREB5,CREBBP,CTNNB1,E2F2,EGF,EGFR,EP300,ERBB2,FGFR1,FGFR2,FOXO1,GRB2,GSK3B,GSTP1,HRAS,HSP90AA1,HSP90AB1,HSP90B1,IGF1R,IKBKG,INSRR,KLK3,LEF1,MAP2K1,MAP2K2,MAPK3,MDM2,MTOR,NFKB1,NFKBIA,NKX3-1,NRAS,PDGFA,PDGFB,PDGFC,PDGFD,PDGFRA,PDGFRB,PIK3CA,PIK3CB,PIK3R1,PIK3R5,PTEN,RAF1,RB1,RELA,SOS1,SOS2,TCF7,TCF7L2,TGFA,TP53"	69	10963	15	3220	"0.828-Inf"	1.35105241176292	0.177762612445443	0.265797430037473
"2451"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_INTEGRIN3_PATHWAY"	14267	43	39	11032	33	"CCN1,CD47,COL1A1,COL1A2,COL4A1,COL4A3,COL4A4,COL4A5,COL4A6,EDIL3,F11R,FBN1,FGG,FN1,HMGB1,IBSP,ITGAV,KDR,LAMA4,LAMB1,LAMC1,PDGFB,PDGFRB,PLAU,PVR,SDC1,SDC4,SPP1,THBS1,THY1,TNC,VEGFA,VTN"	33	10999	6	3229	"0.74955-Inf"	1.61456609748619	0.186559424021316	0.276370202870915
"192"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_EPHRINB_REV_PATHWAY"	14267	31	25	10578	21	"EFNB1,EFNB2,EPHB1,EPHB2,EPHB4,FGR,FYN,HCK,LCK,LYN,MAP3K7,MAPK8,NCK2,PIK3CA,PIK3R1,PTPN13,RAC1,RGS3,SRC,TIAM1,YES1"	21	10557	4	3685	"0.70936-Inf"	1.83257756816618	0.186593894931955	0.276370202870915
"171"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_BCR_5PATHWAY"	14267	69	60	10578	48	"BCL10,BCL2A1,BTK,CAMK2G,CD19,CD22,CD72,CD79B,CHUK,CSK,CSNK2A1,DOK1,ETS1,FOS,GRB2,HRAS,IKBKB,JUN,LYN,MAP2K1,MAP3K7,MAP4K1,MAPK1,MAPK14,MAPK3,MAPK8,NFATC1,NFKB1,NFKBIA,NFKBIB,PAG1,PIK3CA,PIK3R1,PLCG2,PPP3CA,PPP3CB,PPP3CC,PTEN,PTPN6,PTPRC,RAC1,RAF1,RELA,SHC1,SOS1,SYK,TRAF6,VAV2"	48	10530	12	3677	"0.79924-Inf"	1.39671190350474	0.187885213905431	0.276976324724439
"2702"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_P75_NTR_PATHWAY"	14267	72	61	10646	49	"ADAM17,AKT1,APAF1,APH1A,APH1B,APP,BAD,BCL2L11,BDNF,BEX1,BEX3,BIRC2,BIRC3,CASP3,CHUK,CYCS,DIABLO,FURIN,IKBKB,IKBKG,IRAK1,MAG,MAGEH1,MAPK8,MAPK9,NCSTN,NDN,NSMCE3,PIK3CA,PIK3R1,PRDM4,PRKACB,PRKCI,PRKCZ,PSEN1,PSENEN,RAC1,RHOA,RHOB,RHOC,RIPK2,RTN4,RTN4R,SMPD2,SORT1,SQSTM1,TRAF6,XIAP,ZNF274"	49	10597	12	3609	"0.7969-Inf"	1.39059792169751	0.191133478195316	0.28044818763238
"297"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_TAP63_PATHWAY"	14267	55	51	10578	41	"ABL1,ADA,AEN,BAX,BBC3,CABLES1,CDKN1A,CDKN2A,CHUK,DST,EGR2,EP300,FDXR,FLOT2,GADD45A,GDF15,HBP1,IGFBP3,IKBKB,ITCH,JAG1,MDM2,MFGE8,NOC2L,NQO1,OGG1,PERP,PLK1,PMAIP1,PML,PRKCD,S100A2,SERPINB5,SMARCD3,SP1,SPATA18,SSRP1,TP53I3,TRAF4,WWP1,YWHAQ"	41	10537	10	3679	"0.77679-Inf"	1.43145005477384	0.19654149140385	0.285810054326543
"773"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_LINOLEIC_ACID_METABOLISM"	14267	30	12	10970	11	"AKR1B10,CYP2C8,CYP2J2,CYP3A4,CYP3A5,CYP3A7,PLA2G12A,PLA2G1B,PLA2G4A,PLA2G5,PLA2G6"	11	10959	1	3296	"0.58691-Inf"	3.30820980365359	0.196608190237367	0.285810054326543
"38"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_DORSO_VENTRAL_AXIS_FORMATION"	14267	32	20	10578	17	"CPEB1,ETS1,ETS2,ETV6,ETV7,GRB2,KRAS,MAP2K1,MAPK1,MAPK3,NOTCH1,NOTCH2,NOTCH3,NOTCH4,PIWIL2,SOS1,SPIRE2"	17	10561	3	3686	"0.66606-Inf"	1.97779735001006	0.199998266127202	0.285938279468232
"1311"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_STARCH_AND_SUCROSE_METABOLISM"	14267	59	23	11032	20	"AGL,AMY2B,ENPP1,ENPP3,GAA,GBE1,GUSB,GYS1,HK1,HK2,HK3,PGM1,PGM2,PYGB,PYGM,UGDH,UGP2,UGT1A7,UGT2A3,UXS1"	20	11012	3	3232	"0.67255-Inf"	1.95651178192034	0.200017305034747	0.285938279468232
"2612"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_CALCIUM_SIGNALING_PATHWAY"	14267	185	116	10646	91	"ADCY1,ADCY3,ADCY4,ADCY8,ADCY9,ADRA1B,ADRA1D,ATP2A2,ATP2A3,ATP2B2,ATP2B4,BDKRB2,BST1,CACNA1D,CACNA1E,CACNA1H,CACNA1I,CALM1,CALM2,CALM3,CAMK2B,CAMK2D,CAMK2G,CHP1,CHP2,CYSLTR2,DRD1,EDNRA,EDNRB,EGFR,ERBB2,ERBB3,F2R,GNA11,GNA15,GNAL,GNAQ,GRIN2C,GRIN2D,GRPR,HRH1,HTR2B,ITPKA,ITPKB,ITPR1,ITPR2,ITPR3,LTB4R2,MYLK3,NOS3,P2RX4,P2RX6,P2RX7,PDE1A,PDGFRA,PDGFRB,PHKA1,PHKB,PHKG1,PLCB1,PLCB2,PLCB3,PLCD1,PLCD3,PLCE1,PLCG1,PLCG2,PLN,PPID,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PRKACA,PRKACB,PRKCA,PRKX,PTAFR,PTGER3,RYR2,SLC25A4,SLC25A5,SLC25A6,SLC8A1,SPHK1,SPHK2,TNNC1,TNNC2,VDAC1,VDAC2,VDAC3"	91	10555	25	3596	"0.84171-Inf"	1.2400910691738	0.200665423863543	0.285938279468232
"2382"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_INSULIN_PATHWAY"	14267	45	43	10646	35	"AKT1,AKT2,CAV1,CRK,EIF4EBP1,EXOC1,EXOC2,EXOC3,EXOC4,EXOC5,EXOC6,EXOC7,GRB10,HRAS,INSR,IRS1,NCK1,NCK2,PARD6A,PDPK1,PIK3CA,PIK3R1,PRKCI,PRKCZ,PTPN1,PTPN11,PTPRA,RAPGEF1,RASA1,RPS6KB1,SGK1,SH2B2,SORBS1,SOS1,TRIP10"	35	10611	8	3613	"0.7545-Inf"	1.48959096647644	0.200856467541147	0.285938279468232
"2812"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_RAS_PATHWAY"	14267	32	25	10646	21	"CAMK2B,DAB2IP,HRAS,KRAS,LGALS1,NF1,NRAS,PLCE1,PRKCA,PRKCZ,RABGEF1,RASA1,RASAL1,RASGRF1,RASGRP2,RASGRP3,RIN1,RRAS,SOS1,SOS2,SYNGAP1"	21	10625	4	3617	"0.6918-Inf"	1.78706809879747	0.201249553383692	0.285938279468232
"2281"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_IL2_PI3K_PATHWAY"	14267	34	33	11032	28	"AKT1,BCL2,BCL2L1,EIF3A,FOXO3,GAB2,GRB2,HSP90AA1,IL2RA,IL2RB,IL2RG,JAK1,JAK3,MTOR,MYB,NFKB1,PIK3CA,PIK3R1,PTPN11,RAC1,RELA,RPS6,SGMS1,SHC1,SMPD1,SOS1,TERT,UGCG"	28	11004	5	3230	"0.70923-Inf"	1.64368024636366	0.208279766015115	0.293357667766926
"1641"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_ARF6_TRAFFICKING_PATHWAY"	14267	51	43	11032	36	"ACAP1,AGTR1,ARF6,ASAP2,BIN1,CLTC,CPE,CTNNA1,CTNNB1,DNM2,EDNRB,EXOC1,EXOC2,EXOC3,EXOC4,EXOC5,EXOC6,EXOC7,IL2RA,ITGA11,ITGA2,ITGA3,ITGA5,ITGA7,ITGA8,ITGA9,ITGAV,ITGB1,KLC1,MAPK8IP3,PLD1,PLD2,RALA,SCAMP2,SPAG9,VAMP3"	36	10996	7	3228	"0.73884-Inf"	1.50968130988923	0.209128661858346	0.293357667766926
"571"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_GLYCEROLIPID_METABOLISM"	14267	59	38	11032	32	"AGK,AGPAT1,AGPAT2,AGPAT3,AGPAT4,AKR1A1,ALDH1B1,ALDH2,ALDH3A2,ALDH7A1,ALDH9A1,CEL,DGAT1,DGAT2,DGKA,DGKD,DGKG,DGKQ,DGKZ,GLYCTK,GPAM,GPAT3,GPAT4,LCLAT1,LIPC,MBOAT2,MGLL,PLPP1,PLPP2,PLPP3,PNLIPRP2,TKFC"	32	11000	6	3229	"0.72483-Inf"	1.56550376728928	0.209274259808253	0.293357667766926
"2883"	"gene_taxa_component_4.txt"	"C2_CP"	"PID_RHOA_PATHWAY"	14267	47	42	10970	35	"ATF2,CCN1,CDC42,CDKN1B,CFL1,CIT,DIAPH1,EZR,F2RL2,FOS,JUN,LIMK1,LIMK2,MAP2K3,MAP2K4,MAPK12,MRTFA,PARD6A,PIP5K1A,PIP5K1B,PIP5K1C,PKN1,PKN2,PLD1,PLD2,PPP1R12A,PRKCZ,RDX,RHOA,ROCK1,ROCK2,SLC9A3,SRF,TLN1,VCL"	35	10935	7	3290	"0.73452-Inf"	1.50427974604363	0.212796403816497	0.295509970580195
"156"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_ANTHRAX_PATHWAY"	14267	26	15	10578	13	"ANTXR1,ANTXR2,CASP1,IL18,MAP2K1,MAP2K2,MAP2K3,MAP2K7,MAPK1,MAPK3,NLRP1,PGR,VCAM1"	13	10565	2	3687	"0.61083-Inf"	2.26839881545071	0.213578815326037	0.295509970580195
"612"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE"	14267	27	20	10646	17	"B3GALT6,B3GAT3,B4GALT7,EXT2,EXTL2,EXTL3,GLCE,HS2ST1,HS3ST1,HS3ST2,HS3ST3A1,HS3ST3B1,HS6ST1,HS6ST2,HS6ST3,NDST1,XYLT1"	17	10629	3	3618	"0.64962-Inf"	1.92890739613522	0.213633004209249	0.295509970580195
"2222"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_IGF1_PATHWAY"	14267	32	29	10646	24	"AKT1,BAD,CRK,CRKL,GRB10,HRAS,IGF1R,IRS1,IRS2,NCK2,PDPK1,PIK3CA,PIK3R1,PRKCD,PRKCZ,PRKD1,PTK2,PTPN1,PTPN11,PXN,RAF1,RPS6KB1,SOS1,YWHAZ"	24	10622	5	3616	"0.69411-Inf"	1.63392831334211	0.217553382875894	0.299612992206275
"182"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_CONE_PATHWAY"	14267	25	5	10578	5	"GNB3,GNB5,LRAT,RDH12,RGS9"	5	10573	0	3689	"0.42502-Inf"	Inf	0.224000156624354	0.305519562781174
